DOI,Classification,Triage decision,Document Type,Bibliography row,Classification method,Review needed,Low confidence,Fallback used,Fallback basis,Review reason,Evidence,Primary topic reason,Classifier version
10.1002/zaac.201500768,Crystal engineering,N,Article,1863,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; crystal packing and structural design]: chiral supra molecular framework | Functional materials [title; sensing and optical function]: luminescent | Functional materials [abstract; sensing and optical function]: luminescent | Functional materials [title; electronic, magnetic, and mechanical function]: magnetic | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201500818,Crystal engineering,N,Article,1864,topic rules,True,True,False,,Multiple substantial topics in title: Crystal engineering / Functional materials,Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [title; crystal packing and structural design]: crystal structures | Crystal engineering [abstract; crystal packing and structural design]: secondary building units | Functional materials [title; sensing and optical function]: photoluminescence | Functional materials [abstract; sensing and optical function]: photoluminescent | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201600025,Crystal engineering,N,Article,1865,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermally | Crystal engineering [abstract; network topology and assembly]: supramolecular network | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201600067,Crystal engineering,N,Article,1866,topic rules,True,True,False,,Multiple substantial topics in title: Crystal engineering / Functional materials,Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [abstract; network topology and assembly]: interpenetrated | Crystal engineering [title; crystal packing and structural design]: crystal structures | Functional materials [title; sensing and optical function]: luminescent | Functional materials [abstract; sensing and optical function]: luminescent | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201600094,Crystal engineering,N,Article,1867,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [abstract; network topology and assembly]: supramolecular architecture | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201600120,Crystal engineering,Y,Article,1868,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermally | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [abstract; crystal packing and structural design]: secondary building units | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201600135,Crystal engineering,N,Article,1869,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Functional materials [title; sensing and optical function]: luminescent | Functional materials [abstract; sensing and optical function]: luminescent | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201600166,Functional materials,N,Article,1870,topic rules,True,True,False,,Structural construction and application contributions overlap,Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; catalytic and environmental performance]: photocatalytic | Functional materials [abstract; catalytic and environmental performance]: photocatalytic | Functional materials [abstract; sensing and optical function]: luminescent | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.,Title foregrounds an application or material performance objective.,4.0.0
10.1002/zaac.201600195,Functional materials,N,Article,1871,topic rules,False,False,False,,,Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; sensing and optical function]: luminescent | Functional materials [abstract; sensing and optical function]: luminescence,Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1002/zaac.201600210,Crystal engineering,Y,Article,1872,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: topology, supramolecular network | Crystal engineering [abstract; crystal packing and structural design]: structural diversity, coordination modes | Functional materials [abstract; sensing and optical function]: fluorescence | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201600235,Functional materials,N,Article,1873,topic rules,True,True,False,,Multiple substantial topics in title: Crystal engineering / Functional materials; Structural construction and application contributions overlap,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [abstract; network topology and assembly]: supramolecular architectures | Crystal engineering [title; crystal packing and structural design]: crystal structures | Functional materials [title; catalytic and environmental performance]: photocatalytic | Functional materials [abstract; catalytic and environmental performance]: photocatalytic, photocatalysts | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1002/zaac.201600291,Functional materials,Y,Article,1874,topic rules,False,False,False,,,Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Crystal engineering [abstract; network topology and assembly]: topological | Functional materials [title; catalytic and environmental performance]: photocatalytic | Functional materials [abstract; catalytic and environmental performance]: photocatalyst | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.,Title foregrounds an application or material performance objective.,4.0.0
10.1002/zaac.201600306,Functional materials,N,Article,1875,topic rules,True,True,False,,Structural construction and application contributions overlap,Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermally | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Functional materials [title; energy conversion and electrochemistry]: electrocatalysis | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.,Title foregrounds an application or material performance objective.,4.0.0
10.1002/zaac.201600344,Functional materials,Y,Article,1876,topic rules,False,False,False,,,"Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Functional materials [title; sensing and optical function]: luminescence, sensing | Functional materials [abstract; sensing and optical function]: photoluminescence, luminescencent, sensors | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1002/zaac.201600356,Functional materials,Y,Article,1877,topic rules,False,False,False,,,"Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; crystal packing and structural design]: secondary building units | Functional materials [title; adsorption, storage, and separation]: sorption | Functional materials [abstract; adsorption, storage, and separation]: sorption | Functional materials [title; sensing and optical function]: luminescence | Functional materials [abstract; sensing and optical function]: fluorescence",Phrase-group evidence favors Functional materials; no explicit primary-contribution rule applies.,4.0.0
10.1002/zaac.201600366,Chemical synthesis,N,Article,1878,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Chemical synthesis / Theory & modeling,Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermally | Chemical synthesis [title; generic synthesis report (weak)]: synthesis,Phrase-group evidence favors Chemical synthesis; no explicit primary-contribution rule applies.,4.0.0
10.1002/zaac.201600372,Crystal engineering,N,Article,1879,topic rules,True,True,False,,Multiple substantial topics in title: Crystal engineering / Functional materials,Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [title; crystal packing and structural design]: crystal structures | Functional materials [title; sensing and optical function]: luminescence | Functional materials [abstract; sensing and optical function]: luminescence | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201600395,Crystal engineering,Y,Article,1880,topic rules,False,False,False,,,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Crystal engineering [title; network topology and assembly]: topological | Crystal engineering [abstract; network topology and assembly]: topological, topology | Functional materials [abstract; sensing and optical function]: luminescent",Phrase-group evidence favors Crystal engineering; no explicit primary-contribution rule applies.,4.0.0
10.1002/zaac.201600448,Functional materials,Y,Article,1881,topic rules,True,True,False,,Multiple substantial topics in title: Crystal engineering / Functional materials; Structural construction and application contributions overlap,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: topological | Crystal engineering [title; crystal packing and structural design]: crystal structure | Functional materials [title; adsorption, storage, and separation]: adsorption | Functional materials [abstract; adsorption, storage, and separation]: adsorption | Functional materials [title; sensing and optical function]: fluorescence, sensing | Functional materials [abstract; sensing and optical function]: luminescencence, fluorescence, sensing | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1002/zaac.201600460,Chemical synthesis,N,Article,1882,topic rules,False,False,False,,,"Chemical synthesis [title; synthetic routes]: solvent free synthesis | Chemical synthesis [abstract; synthetic routes]: mechanochemical | Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal, hydrothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Chemical synthesis [primary contribution rule; +30]: Title foregrounds a synthetic route, post-synthetic transformation, or molecular reaction.","Title foregrounds a synthetic route, post-synthetic transformation, or molecular reaction.",4.0.0
10.1002/zaac.201700003,Crystal engineering,Y,Article,1883,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [abstract; network topology and assembly]: topology | Functional materials [abstract; sensing and optical function]: photoluminescence | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201700032,Crystal engineering,Y,Article,1884,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; electronic, magnetic, and mechanical function]: magnetic | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201700053,Crystal engineering,Y,Article,1885,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [abstract; crystal packing and structural design]: coordination modes | Functional materials [abstract; sensing and optical function]: photoluminescence | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201700108,Crystal engineering,N,Article,1886,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; crystal packing and structural design]: crystal structure | Functional materials [abstract; sensing and optical function]: luminescence | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201700128,Crystal engineering,Y,Article,1887,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: topological | Functional materials [title; electronic, magnetic, and mechanical function]: magnetic | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201700151,Crystal engineering,N,Article,1888,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: interpenetrating, topologies | Crystal engineering [abstract; crystal packing and structural design]: coordination modes, structural diversities, crystal packing | Functional materials [title; sensing and optical function]: photoluminescence | Functional materials [abstract; sensing and optical function]: photoluminescence | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201700250,Crystal engineering,N,Article,1889,topic rules,False,False,False,,,Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: topology | Crystal engineering [title; crystal packing and structural design]: crystal structures | Functional materials [abstract; sensing and optical function]: luminescence | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201700260,Crystal engineering,N,Article,1890,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Crystal engineering / Functional materials; Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Theory & modeling [abstract; quantum electronic calculations]: density functional theory, dft | Crystal engineering [abstract; network topology and assembly]: topology | Functional materials [abstract; adsorption, storage, and separation]: adsorbs",Phrase-group evidence favors Crystal engineering; no explicit primary-contribution rule applies.,4.0.0
10.1002/zaac.201700343,Functional materials,N,Article,1891,topic rules,False,False,False,,,Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; biomedical and delivery applications]: photodynamic therapy | Functional materials [abstract; biomedical and delivery applications]: photodynamic therapy | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.,Title foregrounds an application or material performance objective.,4.0.0
10.1002/zaac.201700344,Crystal engineering,Y,Article,1892,topic rules,False,False,False,,,Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [title; crystal packing and structural design]: crystal structure | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201700362,Crystal engineering,Y,Article,1893,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermally | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; electronic, magnetic, and mechanical function]: magnetic | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201800002,Crystal engineering,N,Article,1894,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [abstract; network topology and assembly]: topology | Functional materials [title; sensing and optical function]: fluorescence | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201800087,Chemical synthesis,N,Article,1895,topic rules,True,True,False,,Multiple substantial topics in title: Chemical synthesis / Functional materials,"Chemical synthesis [title; post-synthetic chemistry]: post synthetic modification | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; crystal packing and structural design]: crystal structures | Functional materials [title; electronic, magnetic, and mechanical function]: spin crossover | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic, spin crossover | Chemical synthesis [primary contribution rule; +30]: Title foregrounds synthetic-method development or a chemical transformation.",Title foregrounds synthetic-method development or a chemical transformation.,4.0.0
10.1002/zaac.201800197,Chemical synthesis,N,Article,1896,topic rules,False,False,False,,,Chemical synthesis [title; molecular reaction development]: suzuki cross coupling | Chemical synthesis [abstract; molecular reaction development]: suzuki cross coupling | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Chemical synthesis [primary contribution rule; +30]: Title foregrounds synthetic-method development or a chemical transformation.,Title foregrounds synthetic-method development or a chemical transformation.,4.0.0
10.1002/zaac.201800199,Crystal engineering,N,Article,1897,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [abstract; crystal packing and structural design]: structural diversity | Functional materials [title; sensing and optical function]: luminescent | Functional materials [abstract; sensing and optical function]: luminescent | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201800222,Crystal engineering,N,Article,1898,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermally | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; sensing and optical function]: luminescence | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201800229,Crystal engineering,N,Article,1899,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; sensing and optical function]: luminescence | Functional materials [abstract; sensing and optical function]: photoluminescence, fluorescence, fluorescent | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201800280,Functional materials,Y,Article; Retracted Publication,1900,topic rules,True,True,False,,Structural construction and application contributions overlap,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Functional materials [title; sensing and optical function]: detection of | Functional materials [abstract; sensing and optical function]: luminescence, detection of | Functional materials [abstract; biomedical and delivery applications]: anticancer | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1002/zaac.201800306,Crystal engineering,N,Article,1901,topic rules,False,False,False,,,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [title; crystal packing and structural design]: crystal structures | Functional materials [abstract; sensing and optical function]: photoluminescent, fluorescent, fluorescence | Functional materials [abstract; electronic, magnetic, and mechanical function]: magnetic | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201800330,Crystal engineering,N,Article,1902,topic rules,False,False,False,,,Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Crystal engineering [title; crystal packing and structural design]: secondary building unit | Crystal engineering [abstract; crystal packing and structural design]: secondary building unit,Phrase-group evidence favors Crystal engineering; no explicit primary-contribution rule applies.,4.0.0
10.1002/zaac.201800338,Crystal engineering,Y,Article,1903,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,"Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: topology | Crystal engineering [abstract; crystal packing and structural design]: crystal structure | Functional materials [abstract; adsorption, storage, and separation]: sorption | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201800353,Crystal engineering,Y,Article,1904,topic rules,False,False,False,,,Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; crystal packing and structural design]: crystal structures | Crystal engineering [title; crystallization and crystal growth]: crystallization,Phrase-group evidence favors Crystal engineering; no explicit primary-contribution rule applies.,4.0.0
10.1002/zaac.201800354,Chemical synthesis,Y,Article,1905,topic rules,True,True,False,,Weak topic evidence (score below 4); Competing categories: Chemical synthesis / Theory & modeling; Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermal | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis,Phrase-group evidence favors Chemical synthesis; no explicit primary-contribution rule applies.,4.0.0
10.1002/zaac.201800384,Crystal engineering,N,Article,1906,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermally | Chemical synthesis [abstract; molecular reaction development]: oxidation of 4 methoxybenzyl alcohol | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201800428,Crystal engineering,N,Article,1907,topic rules,False,False,False,,,Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [title; crystal packing and structural design]: crystal structures | Crystal engineering [abstract; crystallization and crystal growth]: crystallization | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201800455,Functional materials,N,Article,1908,topic rules,True,True,False,,Structural construction and application contributions overlap,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermally | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; energy conversion and electrochemistry]: hydrogen evolution | Functional materials [abstract; energy conversion and electrochemistry]: hydrogen production, water splitting | Functional materials [title; catalytic and environmental performance]: photocatalytic | Functional materials [abstract; catalytic and environmental performance]: photocatalysts | Functional materials [primary contribution rule; +30]: Title foregrounds an application or material performance objective.",Title foregrounds an application or material performance objective.,4.0.0
10.1002/zaac.201800472,Crystal engineering,N,Article,1909,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermally | Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [abstract; crystal packing and structural design]: crystal structure | Functional materials [title; sensing and optical function]: fluorescence | Functional materials [abstract; sensing and optical function]: fluorescence | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201800513,Crystal engineering,Y,Article,1910,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Functional materials [title; sensing and optical function]: luminescent | Functional materials [abstract; sensing and optical function]: photoluminescence | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201900009,Crystal engineering,Y,Article,1911,topic rules,False,False,False,,,Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Chemical synthesis [abstract; generic synthesis report (weak)]: synthesis | Crystal engineering [abstract; network topology and assembly]: interpenetrating | Crystal engineering [title; crystal packing and structural design]: crystal structure | Crystal engineering [abstract; crystal packing and structural design]: crystal structure | Functional materials [abstract; sensing and optical function]: optical properties | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201900029,Crystal engineering,N,Article,1912,topic rules,False,False,False,,,"Chemical synthesis [abstract; routine synthesis conditions (weak)]: hydrothermal | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [title; crystal packing and structural design]: chiral coordination polymer | Crystal engineering [abstract; crystal packing and structural design]: chiral coordination polymer | Functional materials [abstract; sensing and optical function]: luminescence, sensing | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.",Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201900066,Crystal engineering,Y,Article,1913,topic rules,True,True,False,,Assigned category is supported only by abstract evidence,Chemical synthesis [abstract; routine synthesis conditions (weak)]: solvothermally | Chemical synthesis [title; generic synthesis report (weak)]: synthesis | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
10.1002/zaac.201900089,Crystal engineering,Y,Article,1914,topic rules,False,False,False,,,Chemical synthesis [title; generic synthesis report (weak)]: syntheses | Crystal engineering [title; crystal packing and structural design]: crystal structures | Crystal engineering [primary contribution rule; +30]: Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,Synthesis/construction is coupled to structural characterization or network design; brief supporting property measurements do not set the primary topic.,4.0.0
