doi,article_trial_or_failure,article_trial_or_failure_notes,mof_description,mof_name,modification_notes,rationale,based_on_success_index,varied_classes,metal_1,metal_1_abbr,metal_1_amount_text,metal_1_amount_value,metal_1_amount_unit,metal_2,metal_2_abbr,metal_2_amount_text,metal_2_amount_value,metal_2_amount_unit,metal_3,metal_3_abbr,metal_3_amount_text,metal_3_amount_value,metal_3_amount_unit,linker_1,linker_1_abbr,linker_1_amount_text,linker_1_amount_value,linker_1_amount_unit,linker_2,linker_2_abbr,linker_2_amount_text,linker_2_amount_value,linker_2_amount_unit,linker_3,linker_3_abbr,linker_3_amount_text,linker_3_amount_value,linker_3_amount_unit,modulator_1,modulator_1_abbr,modulator_1_amount_text,modulator_1_amount_value,modulator_1_amount_unit,modulator_2,modulator_2_abbr,modulator_2_amount_text,modulator_2_amount_value,modulator_2_amount_unit,solvent_main,solvent_main_abbr,solvent_main_amount_text,solvent_main_ml,solvent_secondary,solvent_secondary_abbr,solvent_secondary_amount_text,solvent_secondary_ml,metel_concnertation,M_L_ratio,temperature_c,temperature_c_text,time_h,time_text,vessel_type,stirring,washing_solvent,washing_cycles,activation_text,activation_temp_c,activation_time_h,crystal_morphology,yield_percent,crystal_size,topology_code,metal_cluster_connectivity,metal_cluster_connectivity_classified,unit_cell_short,pore_diameter_A,BET_surface_area_m2g,air_stable,water_stable,tga_decomposition_temp_c,applications,reference,status,error,crystal_code,additional_original_article_trial_or_failure,additional_trial_flag_source
10.1039/c5ce01864a,yes,"High-throughput solvent screen: many conditions gave amorphous or recrystallized linker; MIL-127 formed mainly in acetonitrile or propan-2-ol, often with base.","an iron metal-organic framework with Fe3O ?3-oxo trimer SBU and soc topology built by organic linker 3,3?,5,5?-azobenzenetetracarboxylic acid",MIL-127(Fe),"Same 120 °C, 24 h high?throughput screen (Table S3; Fig. S23/S24). For toluene and cyclohexane solvents, the paper states that, apart from MeCN and iPrOH, all other conditions led only to amorphous or recrystallized H4?TazBz; these entries are encoded here under all three additive states.",Negative data drawn from the paper’s high?throughput 24?condition solvent/additive screen for MIL?127(Fe): conditions that yielded only amorphous solids or recrystallized H4?TazBz are represented against the closest FeCl3/DMF success.,2,linker_1;metal_1;solvent_main;temperature_c;time_h,FeCl3·6H2O,,0.1 mmol,0.1,mmol,,,,,,,,,,,"3,3′,5,5′-azobenzenetetracarboxylic acid",H4-TazBz,0.03 mmol,0.03,mmol,,,,,,,,,,,,,,,,,,,,,toluene,toluene,0.2 mL,0.2,,,,,500,3.33,120,120.0 °C,24,24.0 h,round-bottom flask,stirred,"DMF (50 °C), EtOH (50 °C), H2O","DMF 2×, EtOH 2×, H2O 1×",200 °C under vacuum for 16 h,200,16,"brown, polydisperse cubic microcrystals",57,2 ± 1 ?m,soc,Fe3O ?3-oxo trimer SBU,trinuclear ?3-oxo trimer cluster SBU,"a=21.969(3) Å, P-43n",6,1310,not_reported,yes,250,catalysis;separation;drug_delivery,10.1039/c5ce01864a,ok,,,,
10.1039/c5ce01864a,yes,"High-throughput solvent screen: many conditions gave amorphous or recrystallized linker; MIL-127 formed mainly in acetonitrile or propan-2-ol, often with base.","an iron metal-organic framework with Fe3O ?3-oxo trimer SBU and soc topology built by organic linker 3,3?,5,5?-azobenzenetetracarboxylic acid",MIL-127(Fe),"Same 120 °C, 24 h high?throughput screen (Table S3; Fig. S23/S24). For toluene and cyclohexane solvents, the paper states that, apart from MeCN and iPrOH, all other conditions led only to amorphous or recrystallized H4?TazBz; these entries are encoded here under all three additive states.",Negative data drawn from the paper’s high?throughput 24?condition solvent/additive screen for MIL?127(Fe): conditions that yielded only amorphous solids or recrystallized H4?TazBz are represented against the closest FeCl3/DMF success.,2,linker_1;metal_1;solvent_main;temperature_c;time_h,FeCl3·6H2O,,0.1 mmol,0.1,mmol,,,,,,,,,,,"3,3′,5,5′-azobenzenetetracarboxylic acid",H4-TazBz,0.03 mmol,0.03,mmol,,,,,,,,,,,,,,,,,,,,,cyclohexane,,0.2 mL,0.2,,,,,500,3.33,120,120.0 °C,24,24.0 h,round-bottom flask,stirred,"DMF (50 °C), EtOH (50 °C), H2O","DMF 2×, EtOH 2×, H2O 1×",200 °C under vacuum for 16 h,200,16,"brown, polydisperse cubic microcrystals",57,2 ± 1 ?m,soc,Fe3O ?3-oxo trimer SBU,trinuclear ?3-oxo trimer cluster SBU,"a=21.969(3) Å, P-43n",6,1310,not_reported,yes,250,catalysis;separation;drug_delivery,10.1039/c5ce01864a,ok,,,,
10.1039/c5ce01864a,yes,"High-throughput solvent screen: many conditions gave amorphous or recrystallized linker; MIL-127 formed mainly in acetonitrile or propan-2-ol, often with base.","an iron metal-organic framework with Fe3O ?3-oxo trimer SBU and soc topology built by organic linker 3,3?,5,5?-azobenzenetetracarboxylic acid",MIL-127(Fe),"Same 120 °C, 24 h high?throughput screen (Table S3; Fig. S23/S24). For toluene and cyclohexane solvents, the paper states that, apart from MeCN and iPrOH, all other conditions led only to amorphous or recrystallized H4?TazBz; these entries are encoded here under all three additive states.",Negative data drawn from the paper’s high?throughput 24?condition solvent/additive screen for MIL?127(Fe): conditions that yielded only amorphous solids or recrystallized H4?TazBz are represented against the closest FeCl3/DMF success.,2,linker_1;metal_1;modulator_1;solvent_main;temperature_c;time_h,FeCl3·6H2O,,0.1 mmol,0.1,mmol,,,,,,,,,,,"3,3′,5,5′-azobenzenetetracarboxylic acid",H4-TazBz,0.03 mmol,0.03,mmol,,,,,,,,,,,hydrochloric acid,HCl,0.1 mmol,0.1,mmol,,,,,,toluene,toluene,0.2 mL,0.2,,,,,500,3.33,120,120.0 °C,24,24.0 h,round-bottom flask,stirred,"DMF (50 °C), EtOH (50 °C), H2O","DMF 2×, EtOH 2×, H2O 1×",200 °C under vacuum for 16 h,200,16,"brown, polydisperse cubic microcrystals",57,2 ± 1 ?m,soc,Fe3O ?3-oxo trimer SBU,trinuclear ?3-oxo trimer cluster SBU,"a=21.969(3) Å, P-43n",6,1310,not_reported,yes,250,catalysis;separation;drug_delivery,10.1039/c5ce01864a,ok,,,,
10.1039/c5ce01864a,yes,"High-throughput solvent screen: many conditions gave amorphous or recrystallized linker; MIL-127 formed mainly in acetonitrile or propan-2-ol, often with base.","an iron metal-organic framework with Fe3O ?3-oxo trimer SBU and soc topology built by organic linker 3,3?,5,5?-azobenzenetetracarboxylic acid",MIL-127(Fe),"Same 120 °C, 24 h high?throughput screen (Table S3; Fig. S23/S24). For toluene and cyclohexane solvents, the paper states that, apart from MeCN and iPrOH, all other conditions led only to amorphous or recrystallized H4?TazBz; these entries are encoded here under all three additive states.",Negative data drawn from the paper’s high?throughput 24?condition solvent/additive screen for MIL?127(Fe): conditions that yielded only amorphous solids or recrystallized H4?TazBz are represented against the closest FeCl3/DMF success.,2,linker_1;metal_1;modulator_1;solvent_main;temperature_c;time_h,FeCl3·6H2O,,0.1 mmol,0.1,mmol,,,,,,,,,,,"3,3′,5,5′-azobenzenetetracarboxylic acid",H4-TazBz,0.03 mmol,0.03,mmol,,,,,,,,,,,hydrochloric acid,HCl,0.1 mmol,0.1,mmol,,,,,,cyclohexane,,0.2 mL,0.2,,,,,500,3.33,120,120.0 °C,24,24.0 h,round-bottom flask,stirred,"DMF (50 °C), EtOH (50 °C), H2O","DMF 2×, EtOH 2×, H2O 1×",200 °C under vacuum for 16 h,200,16,"brown, polydisperse cubic microcrystals",57,2 ± 1 ?m,soc,Fe3O ?3-oxo trimer SBU,trinuclear ?3-oxo trimer cluster SBU,"a=21.969(3) Å, P-43n",6,1310,not_reported,yes,250,catalysis;separation;drug_delivery,10.1039/c5ce01864a,ok,,,,
10.1039/c5ce01864a,yes,"High-throughput solvent screen: many conditions gave amorphous or recrystallized linker; MIL-127 formed mainly in acetonitrile or propan-2-ol, often with base.","an iron metal-organic framework with Fe3O ?3-oxo trimer SBU and soc topology built by organic linker 3,3?,5,5?-azobenzenetetracarboxylic acid",MIL-127(Fe),"Same 120 °C, 24 h high?throughput screen (Table S3; Fig. S23/S24). For toluene and cyclohexane solvents, the paper states that, apart from MeCN and iPrOH, all other conditions led only to amorphous or recrystallized H4?TazBz; these entries are encoded here under all three additive states.",Negative data drawn from the paper’s high?throughput 24?condition solvent/additive screen for MIL?127(Fe): conditions that yielded only amorphous solids or recrystallized H4?TazBz are represented against the closest FeCl3/DMF success.,2,linker_1;metal_1;modulator_1;solvent_main;temperature_c;time_h,FeCl3·6H2O,,0.1 mmol,0.1,mmol,,,,,,,,,,,"3,3′,5,5′-azobenzenetetracarboxylic acid",H4-TazBz,0.03 mmol,0.03,mmol,,,,,,,,,,,sodium hydroxide,NaOH,0.1 mmol,0.1,mmol,,,,,,toluene,toluene,0.2 mL,0.2,,,,,500,3.33,120,120.0 °C,24,24.0 h,round-bottom flask,stirred,"DMF (50 °C), EtOH (50 °C), H2O","DMF 2×, EtOH 2×, H2O 1×",200 °C under vacuum for 16 h,200,16,"brown, polydisperse cubic microcrystals",57,2 ± 1 ?m,soc,Fe3O ?3-oxo trimer SBU,trinuclear ?3-oxo trimer cluster SBU,"a=21.969(3) Å, P-43n",6,1310,not_reported,yes,250,catalysis;separation;drug_delivery,10.1039/c5ce01864a,ok,,,,
10.1039/c5ce01864a,yes,"High-throughput solvent screen: many conditions gave amorphous or recrystallized linker; MIL-127 formed mainly in acetonitrile or propan-2-ol, often with base.","an iron metal-organic framework with Fe3O ?3-oxo trimer SBU and soc topology built by organic linker 3,3?,5,5?-azobenzenetetracarboxylic acid",MIL-127(Fe),"Same 120 °C, 24 h high?throughput screen (Table S3; Fig. S23/S24). For toluene and cyclohexane solvents, the paper states that, apart from MeCN and iPrOH, all other conditions led only to amorphous or recrystallized H4?TazBz; these entries are encoded here under all three additive states.",Negative data drawn from the paper’s high?throughput 24?condition solvent/additive screen for MIL?127(Fe): conditions that yielded only amorphous solids or recrystallized H4?TazBz are represented against the closest FeCl3/DMF success.,2,linker_1;metal_1;modulator_1;solvent_main;temperature_c;time_h,FeCl3·6H2O,,0.1 mmol,0.1,mmol,,,,,,,,,,,"3,3′,5,5′-azobenzenetetracarboxylic acid",H4-TazBz,0.03 mmol,0.03,mmol,,,,,,,,,,,sodium hydroxide,NaOH,0.1 mmol,0.1,mmol,,,,,,cyclohexane,,0.2 mL,0.2,,,,,500,3.33,120,120.0 °C,24,24.0 h,round-bottom flask,stirred,"DMF (50 °C), EtOH (50 °C), H2O","DMF 2×, EtOH 2×, H2O 1×",200 °C under vacuum for 16 h,200,16,"brown, polydisperse cubic microcrystals",57,2 ± 1 ?m,soc,Fe3O ?3-oxo trimer SBU,trinuclear ?3-oxo trimer cluster SBU,"a=21.969(3) Å, P-43n",6,1310,not_reported,yes,250,catalysis;separation;drug_delivery,10.1039/c5ce01864a,ok,,,,
10.1039/c1ce05956d,yes,"MW-assisted synthesis of CAU-1-(OH)2 above 130 °C gave non-porous, X-ray amorphous products.","an aluminum metal-organic framework built by organic linker 2,5-dihydroxyterephthalic acid",CAU-1-NH2,"MW-assisted CAU-1-(OH)2 attempts yielded only non-porous, X-ray amorphous products above 130 °C. Represented by substituting 2,5-dihydroxyterephthalic acid for BDC-NH2 in the CAU-1-NH2 MW MeOH recipe (same amounts), at 135, 140, and 145 °C as stated threshold >130 °C.","Paper studies CAU-1-NH2 kinetics in MeOH with AlCl3·6H2O. It also states that MW-assisted synthesis of the isoreticular CAU-1-(OH)2 above 130 °C gave only non-porous, X-ray amorphous products. Plans substitute the hydroxyl linker into the MW MeOH recipe at 135–145 °C.",6,linker_1;temperature_c,AlCl3·6H2O,,"146.1 mg, 0.061 mmol",0.061,mmol,,,,,,,,,,,"2,5-dihydroxyterephthalic acid",H2BDC-(OH)2,36.5 mg,0.184222,mmol,,,,,,,,,,,,,,,,,,,,,methanol,MeOH,2 mL,2,,,,,30,0.33,135,135.0 °C,,Induction time t0 = 3 min (in situ EDXRD; MW-assisted),"microwave vial (Biotage Initiator, 2–5 mL)",stirred,,,,,,,,,,,,,,,,,,,10.1039/c1ce05956d,ok,,,,
10.1039/c1ce05956d,yes,"MW-assisted synthesis of CAU-1-(OH)2 above 130 °C gave non-porous, X-ray amorphous products.","an aluminum metal-organic framework built by organic linker 2,5-dihydroxyterephthalic acid",CAU-1-NH2,"MW-assisted CAU-1-(OH)2 attempts yielded only non-porous, X-ray amorphous products above 130 °C. Represented by substituting 2,5-dihydroxyterephthalic acid for BDC-NH2 in the CAU-1-NH2 MW MeOH recipe (same amounts), at 135, 140, and 145 °C as stated threshold >130 °C.","Paper studies CAU-1-NH2 kinetics in MeOH with AlCl3·6H2O. It also states that MW-assisted synthesis of the isoreticular CAU-1-(OH)2 above 130 °C gave only non-porous, X-ray amorphous products. Plans substitute the hydroxyl linker into the MW MeOH recipe at 135–145 °C.",6,linker_1;temperature_c,AlCl3·6H2O,,"146.1 mg, 0.061 mmol",0.061,mmol,,,,,,,,,,,"2,5-dihydroxyterephthalic acid",H2BDC-(OH)2,36.5 mg,0.184222,mmol,,,,,,,,,,,,,,,,,,,,,methanol,MeOH,2 mL,2,,,,,30,0.33,140,140.0 °C,,Induction time t0 = 3 min (in situ EDXRD; MW-assisted),"microwave vial (Biotage Initiator, 2–5 mL)",stirred,,,,,,,,,,,,,,,,,,,10.1039/c1ce05956d,ok,,,,
10.1039/c1ce05956d,yes,"MW-assisted synthesis of CAU-1-(OH)2 above 130 °C gave non-porous, X-ray amorphous products.","an aluminum metal-organic framework built by organic linker 2,5-dihydroxyterephthalic acid",CAU-1-NH2,"MW-assisted CAU-1-(OH)2 attempts yielded only non-porous, X-ray amorphous products above 130 °C. Represented by substituting 2,5-dihydroxyterephthalic acid for BDC-NH2 in the CAU-1-NH2 MW MeOH recipe (same amounts), at 135, 140, and 145 °C as stated threshold >130 °C.","Paper studies CAU-1-NH2 kinetics in MeOH with AlCl3·6H2O. It also states that MW-assisted synthesis of the isoreticular CAU-1-(OH)2 above 130 °C gave only non-porous, X-ray amorphous products. Plans substitute the hydroxyl linker into the MW MeOH recipe at 135–145 °C.",6,linker_1;temperature_c,AlCl3·6H2O,,"146.1 mg, 0.061 mmol",0.061,mmol,,,,,,,,,,,"2,5-dihydroxyterephthalic acid",H2BDC-(OH)2,36.5 mg,0.184222,mmol,,,,,,,,,,,,,,,,,,,,,methanol,MeOH,2 mL,2,,,,,30,0.33,145,145.0 °C,,Induction time t0 = 3 min (in situ EDXRD; MW-assisted),"microwave vial (Biotage Initiator, 2–5 mL)",stirred,,,,,,,,,,,,,,,,,,,10.1039/c1ce05956d,ok,,,,
10.1039/c4gc01861c,yes,MOF-74 in water at RT: NaOH/dhtp ratios 2.0–3.0 gave MOF-74 + unknown phase; ratio 5.0 led to amorphous phase.,an aluminum metal-organic framework built by organic linker disodium terephthalate,MIL-53(Al),"At RT in water using Na2BDC, early aliquots (4 h, 8 h) are dominated by free H2BDC with MIL?53(Al) only a minor phase; pure MIL?53(Al) requires 1 week. Represented as reduced reaction times vs the 1?week RT aqueous success.",Negative conditions captured: (i) Zn?MOF?74 in water at RT with sub-/super-stoichiometric NaOH giving unidentified or amorphous co-products; (ii) MOF?5 could not be obtained in water by the linker?salt route; (iii) MIL?53(Al) early times at RT give solids dominated by free H2BDC.,1,time_h,Al(NO3)3·9H2O,,30 g (80 mmol),80,mmol,,,,,,,,,,,disodium terephthalate,Na2BDC,8.4 g (40 mmol),40,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,115.2 g total (57.6 g in each solution),,,,,,,2,23,room temperature (23 °C),4,4.0 h,,stirred; dropwise addition,water,repeatedly,calcined 330 °C in air for 3 days,330,72,,,,,,,,,1048,,,,,10.1039/c4gc01861c,ok,,,,
10.1039/c4gc01861c,yes,MOF-74 in water at RT: NaOH/dhtp ratios 2.0–3.0 gave MOF-74 + unknown phase; ratio 5.0 led to amorphous phase.,an aluminum metal-organic framework built by organic linker disodium terephthalate,MIL-53(Al),"At RT in water using Na2BDC, early aliquots (4 h, 8 h) are dominated by free H2BDC with MIL?53(Al) only a minor phase; pure MIL?53(Al) requires 1 week. Represented as reduced reaction times vs the 1?week RT aqueous success.",Negative conditions captured: (i) Zn?MOF?74 in water at RT with sub-/super-stoichiometric NaOH giving unidentified or amorphous co-products; (ii) MOF?5 could not be obtained in water by the linker?salt route; (iii) MIL?53(Al) early times at RT give solids dominated by free H2BDC.,1,time_h,Al(NO3)3·9H2O,,30 g (80 mmol),80,mmol,,,,,,,,,,,disodium terephthalate,Na2BDC,8.4 g (40 mmol),40,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,115.2 g total (57.6 g in each solution),,,,,,,2,23,room temperature (23 °C),8,8.0 h,,stirred; dropwise addition,water,repeatedly,calcined 330 °C in air for 3 days,330,72,,,,,,,,,1048,,,,,10.1039/c4gc01861c,ok,,,,
10.1039/c4gc01861c,yes,MOF-74 in water at RT: NaOH/dhtp ratios 2.0–3.0 gave MOF-74 + unknown phase; ratio 5.0 led to amorphous phase.,a zinc metal-organic framework built by organic linker disodium terephthalate,MOF-5,Main text states MOF?5 could not be prepared by the linker?salt approach in water. Represented against the RT DMF success by substituting the solvent to water while keeping reagents/amounts and RT/24 h.,Negative conditions captured: (i) Zn?MOF?74 in water at RT with sub-/super-stoichiometric NaOH giving unidentified or amorphous co-products; (ii) MOF?5 could not be obtained in water by the linker?salt route; (iii) MIL?53(Al) early times at RT give solids dominated by free H2BDC.,6,solvent_main,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,4.39 g (14.76 mmol),14.76,mmol,,,,,,,,,,,disodium terephthalate,Na2BDC,0.43 g (2.05 mmol),2.05,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,,,,,,,,7.2,23,room temperature,24,24 h,,stirred; metal solution added to linker solution,DMF,repeatedly,dried in air for 24 h,,24,,,,,,,,,626,,,,,10.1039/c4gc01861c,ok,,,,
10.1039/c4gc01861c,yes,MOF-74 in water at RT: NaOH/dhtp ratios 2.0–3.0 gave MOF-74 + unknown phase; ratio 5.0 led to amorphous phase.,"a zinc metal-organic framework built by organic linker 2,5-dihydroxyterephthalic acid",Zn-MOF-74,"Screen in SI (Table S3): in water at RT with Zn(NO3)2·6H2O, 4 h, NaOH/dhtp = 2.0 gave MOF?74 + an unknown crystalline phase with MOF?74 not dominant. Represented vs the optimized RT aqueous success by swapping Zn(OAc)2·2H2O?Zn(NO3)2·6H2O, using 4 h, and computing amounts from the stated ratios (linker held at base 1.51 mmol).",Negative conditions captured: (i) Zn?MOF?74 in water at RT with sub-/super-stoichiometric NaOH giving unidentified or amorphous co-products; (ii) MOF?5 could not be obtained in water by the linker?salt route; (iii) MIL?53(Al) early times at RT give solids dominated by free H2BDC.,5,metal_1;modulator_1;time_h,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,3.02 mmol,3.02,mmol,,,,,,,,,,,"2,5-dihydroxyterephthalic acid",dhtp,0.3 g (1.51 mmol),1.51,mmol,,,,,,,,,,,"sodium hydroxide (aqueous, 1 M)",NaOH,3.02 mmol,3.02,mmol,,,,,,water,H2O,10 g (metal solution) + NaOH solution and linker dissolved in water,,,,,,,2,23,room temperature (23 °C),4,4.0 h,,stirred (150 rpm); Solution 2 added dropwise to Solution 1,"water, methanol",water 20 mL; MeOH 20 mL; then MeOH exchange 3× over 6 days,"methanol exchange for 6 days (3 solvent changes), then degassed at 100 °C under vacuum (?18 h)",100,18,,,,,,,,,1039,,,,,10.1039/c4gc01861c,ok,,,,
10.1039/c4gc01861c,yes,MOF-74 in water at RT: NaOH/dhtp ratios 2.0–3.0 gave MOF-74 + unknown phase; ratio 5.0 led to amorphous phase.,"a zinc metal-organic framework built by organic linker 2,5-dihydroxyterephthalic acid",Zn-MOF-74,"Screen in SI (Table S3): in water at RT with Zn(NO3)2·6H2O, 4 h, NaOH/dhtp = 5.0 gave MOF?74 plus an amorphous phase. Represented vs the optimized RT aqueous success by swapping Zn(OAc)2·2H2O?Zn(NO3)2·6H2O, using 4 h, and computing NaOH amount from the stated ratio (linker held at base 1.51 mmol; Zn at 2 eq per SI screen).",Negative conditions captured: (i) Zn?MOF?74 in water at RT with sub-/super-stoichiometric NaOH giving unidentified or amorphous co-products; (ii) MOF?5 could not be obtained in water by the linker?salt route; (iii) MIL?53(Al) early times at RT give solids dominated by free H2BDC.,5,metal_1;modulator_1;time_h,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,3.02 mmol,3.02,mmol,,,,,,,,,,,"2,5-dihydroxyterephthalic acid",dhtp,0.3 g (1.51 mmol),1.51,mmol,,,,,,,,,,,"sodium hydroxide (aqueous, 1 M)",NaOH,7.55 mmol,7.55,mmol,,,,,,water,H2O,10 g (metal solution) + NaOH solution and linker dissolved in water,,,,,,,2,23,room temperature (23 °C),4,4.0 h,,stirred (150 rpm); Solution 2 added dropwise to Solution 1,"water, methanol",water 20 mL; MeOH 20 mL; then MeOH exchange 3× over 6 days,"methanol exchange for 6 days (3 solvent changes), then degassed at 100 °C under vacuum (?18 h)",100,18,,,,,,,,,1039,,,,,10.1039/c4gc01861c,ok,,,,
10.1039/c4gc01861c,yes,MOF-74 in water at RT: NaOH/dhtp ratios 2.0–3.0 gave MOF-74 + unknown phase; ratio 5.0 led to amorphous phase.,"a zinc metal-organic framework built by organic linker 2,5-dihydroxyterephthalic acid",Zn-MOF-74,Direct evidence from SI Table S3/Fig. S10 and main text: NaOH/dhtp <4 gives MOF-74 + unknown phase; >4 gives MOF-74 + amorphous. Text: “requires 4 mol NaOH per mol dhtp… lesser amount … other phase(s) … higher than 4 … amorphous phase.”,Negative conditions reported include pH/base loading boundaries for Zn-MOF-74 in water and insufficient time for pure MIL-53(Al). MOF-5 cannot be prepared in water with the Na2BDC approach. We compile the failed NaOH:dhtp ratios for Zn-MOF-74 and short-time MIL-53(Al) outcomes; others had no explicit failures.,5,modulator_1,Zn(CH3COO)2·2H2O,Zn(OAc)2·2H2O,0.754 g (3.4 mmol),3.4,mmol,,,,,,,,,,,"2,5-dihydroxyterephthalic acid",dhtp,0.3 g (1.51 mmol),1.51416,mmol,,,,,,,,,,,"sodium hydroxide (aqueous, 1 M)",NaOH,3.02 mmol,3.02,mmol,,,,,,water,H2O,10 g (metal solution) + NaOH solution and linker dissolved in water,,,,,,,2.25,23,room temperature (23 °C),20,20 h,,stirred (150 rpm); Solution 2 added dropwise to Solution 1,"water, methanol",water 20 mL; MeOH 20 mL; then MeOH exchange 3× over 6 days,"methanol exchange for 6 days (3 solvent changes), then degassed at 100 °C under vacuum (≥18 h)",100,18,,,,,,,,,1039,,,,,10.1039/c4gc01861c,ok,,,,
10.1039/c4gc01861c,yes,MOF-74 in water at RT: NaOH/dhtp ratios 2.0–3.0 gave MOF-74 + unknown phase; ratio 5.0 led to amorphous phase.,an aluminum metal-organic framework built by organic linker disodium terephthalate,MIL-53(Al),"Short RT times yielded solids dominated by H2BDC (text/Fig. 1a; SI S2): immediate, 4 h, 8 h, and even 24 h show H2BDC present; only after 1 week is H2BDC absent.",Negative conditions reported include pH/base loading boundaries for Zn-MOF-74 in water and insufficient time for pure MIL-53(Al). MOF-5 cannot be prepared in water with the Na2BDC approach. We compile the failed NaOH:dhtp ratios for Zn-MOF-74 and short-time MIL-53(Al) outcomes; others had no explicit failures.,1,time_h,Al(NO3)3·9H2O,,30 g (80 mmol),80,mmol,,,,,,,,,,,disodium terephthalate,Na2BDC,8.4 g (40 mmol),39.9829,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,115.2 g total (57.6 g in each solution),,,,,,,2,23,room temperature (23 °C),24,24.0 h,,stirred; dropwise addition,water,repeatedly,calcined 330 °C in air for 3 days,330,72,,,,,,,,,1048,,,,,10.1039/c4gc01861c,ok,,,,
10.1039/c4gc01861c,yes,MOF-74 in water at RT: NaOH/dhtp ratios 2.0–3.0 gave MOF-74 + unknown phase; ratio 5.0 led to amorphous phase.,an aluminum metal-organic framework built by organic linker disodium terephthalate,MIL-53(Al),"Short RT times yielded solids dominated by H2BDC (text/Fig. 1a; SI S2): immediate, 4 h, 8 h, and even 24 h show H2BDC present; only after 1 week is H2BDC absent.",Negative conditions reported include pH/base loading boundaries for Zn-MOF-74 in water and insufficient time for pure MIL-53(Al). MOF-5 cannot be prepared in water with the Na2BDC approach. We compile the failed NaOH:dhtp ratios for Zn-MOF-74 and short-time MIL-53(Al) outcomes; others had no explicit failures.,1,time_h,Al(NO3)3·9H2O,,30 g (80 mmol),80,mmol,,,,,,,,,,,disodium terephthalate,Na2BDC,8.4 g (40 mmol),39.9829,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,115.2 g total (57.6 g in each solution),,,,,,,2,23,room temperature (23 °C),96,96.0 h,,stirred; dropwise addition,water,repeatedly,calcined 330 °C in air for 3 days,330,72,,,,,,,,,1048,,,,,10.1039/c4gc01861c,ok,,,,
10.1039/c4gc01861c,yes,MOF-74 in water at RT: NaOH/dhtp ratios 2.0–3.0 gave MOF-74 + unknown phase; ratio 5.0 led to amorphous phase.,a zinc metal-organic framework built by organic linker disodium terephthalate,MOF-5,"Text: “Not surprisingly, it could not be prepared by this linker salt approach in water.” Therefore, swapping DMF for water under otherwise identical conditions fails.",Negative conditions reported include pH/base loading boundaries for Zn-MOF-74 in water and insufficient time for pure MIL-53(Al). MOF-5 cannot be prepared in water with the Na2BDC approach. We compile the failed NaOH:dhtp ratios for Zn-MOF-74 and short-time MIL-53(Al) outcomes; others had no explicit failures.,6,solvent_main,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,4.39 g (14.76 mmol),14.76,mmol,,,,,,,,,,,disodium terephthalate,Na2BDC,0.43 g (2.05 mmol),2.04674,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,,,,,,,,7.21,23,room temperature,24,24 h,,stirred; metal solution added to linker solution,DMF,repeatedly,dried in air for 24 h,,24,,,,,,,,,626,,,,,10.1039/c4gc01861c,ok,,,,
10.1039/c4gc01861c,yes,MOF-74 in water at RT: NaOH/dhtp ratios 2.0–3.0 gave MOF-74 + unknown phase; ratio 5.0 led to amorphous phase.,a zinc metal-organic framework built by organic linker disodium terephthalate,MOF-5,Text: “it could not be prepared by this linker salt approach in water.” Swapping DMF for water at 100 °C fails; adding water is known to divert to other Zn–BDC phases (main text).,Negative conditions reported include pH/base loading boundaries for Zn-MOF-74 in water and insufficient time for pure MIL-53(Al). MOF-5 cannot be prepared in water with the Na2BDC approach. We compile the failed NaOH:dhtp ratios for Zn-MOF-74 and short-time MIL-53(Al) outcomes; others had no explicit failures.,7,solvent_main,Zn(NO3)2·6H2O,Zn(NO3)2·6H2O,12.08 g (40.61 mmol),40.61,mmol,,,,,,,,,,,disodium terephthalate,Na2BDC,0.86 g (4.10 mmol),4.09348,mmol,,,,,,,,,,,,,,,,,,,,,water,H2O,,,,,,,,9.92,100,100 °C (oven),24,24 h,,stirred prior to heating; metal solution added to linker solution,DMF,repeatedly,dried in air for 24 h,,24,,,,,,,,,626,,,,,10.1039/c4gc01861c,ok,,,,
